# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4000, i.e. number of multipoles equal to 3999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 3585       9.326179133532e-13       3.301500797545e-14      -4.903703422838e-14       1.154772808251e-15       3.340492811319e-17       2.670698199634e-18       6.395118574837e-20 
 3586       9.309237508217e-13       3.291943710113e-14      -4.896070433034e-14       1.153513259633e-15       3.335787570053e-17       2.666155316199e-18       6.065371391725e-20 
 3587       9.292336205261e-13       3.282383226808e-14      -4.888303307375e-14       1.152255098954e-15       3.331089484909e-17       2.662760666186e-18       5.768784330114e-20 
 3588       9.275473984216e-13       3.272820237324e-14      -4.880403402232e-14       1.150998339176e-15       3.326398545907e-17       2.660471700927e-18       5.504145336307e-20 
 3589       9.258649601708e-13       3.263255633324e-14      -4.872372077352e-14       1.149742993280e-15       3.321714743016e-17       2.659245773657e-18       5.270239560702e-20 
 3590       9.241861811444e-13       3.253690308442e-14      -4.864210695870e-14       1.148489074272e-15       3.317038066145e-17       2.659040139455e-18       5.065849355820e-20 
 3591       9.225109364204e-13       3.244125158290e-14      -4.855920624302e-14       1.147236595175e-15       3.312368505154e-17       2.659811955165e-18       4.889754274340e-20 
 3592       9.208391007844e-13       3.234561080450e-14      -4.847503232551e-14       1.145985569038e-15       3.307706049843e-17       2.661518279334e-18       4.740731067125e-20 
 3593       9.191705487288e-13       3.224998974484e-14      -4.838959893913e-14       1.144736008929e-15       3.303050689963e-17       2.664116072142e-18       4.617553681255e-20 
 3594       9.175051544531e-13       3.215439741931e-14      -4.830291985073e-14       1.143487927939e-15       3.298402415206e-17       2.667562195329e-18       4.518993258059e-20 
 3595       9.158427918634e-13       3.205884286309e-14      -4.821500886113e-14       1.142241339179e-15       3.293761215210e-17       2.671813412129e-18       4.443818131143e-20 
 3596       9.141833345724e-13       3.196333513114e-14      -4.812587980510e-14       1.140996255783e-15       3.289127079560e-17       2.676826387203e-18       4.390793824422e-20 
 3597       9.125266558990e-13       3.186788329828e-14      -4.803554655142e-14       1.139752690907e-15       3.284499997784e-17       2.682557686563e-18       4.358683050151e-20 
 3598       9.108726288682e-13       3.177249645915e-14      -4.794402300287e-14       1.138510657727e-15       3.279879959357e-17       2.688963777512e-18       4.346245706954e-20 
 3599       9.092211262108e-13       3.167718372821e-14      -4.785132309630e-14       1.137270169442e-15       3.275266953698e-17       2.696001028566e-18       4.352238877857e-20 
 3600       9.075720203634e-13       3.158195423980e-14      -4.775746080262e-14       1.136031239273e-15       3.270660970170e-17       2.703625709392e-18       4.375416828317e-20 
 3601       9.059251834679e-13       3.148681714815e-14      -4.766245012681e-14       1.134793880461e-15       3.266061998084e-17       2.711793990735e-18       4.414531004253e-20 
 3602       9.042804873716e-13       3.139178162734e-14      -4.756630510799e-14       1.133558106270e-15       3.261470026693e-17       2.720461944350e-18       4.468330030078e-20 
 3603       9.026378036266e-13       3.129685687139e-14      -4.746903981941e-14       1.132323929986e-15       3.256885045195e-17       2.729585542932e-18       4.535559706727e-20 
 3604       9.009970034902e-13       3.120205209420e-14      -4.737066836850e-14       1.131091364917e-15       3.252307042736e-17       2.739120660050e-18       4.614963009690e-20 
 3605       8.993579579240e-13       3.110737652961e-14      -4.727120489686e-14       1.129860424391e-15       3.247736008402e-17       2.749023070074e-18       4.705280087042e-20 
 3606       8.977205375941e-13       3.101283943142e-14      -4.717066358031e-14       1.128631121758e-15       3.243171931228e-17       2.759248448108e-18       4.805248257473e-20 
 3607       8.960846128708e-13       3.091845007336e-14      -4.706905862892e-14       1.127403470393e-15       3.238614800191e-17       2.769752369921e-18       4.913602008319e-20 
 3608       8.944500538285e-13       3.082421774914e-14      -4.696640428701e-14       1.126177483688e-15       3.234064604213e-17       2.780490311876e-18       5.029072993595e-20 
 3609       8.928167302453e-13       3.073015177245e-14      -4.686271483319e-14       1.124953175061e-15       3.229521332162e-17       2.791417650865e-18       5.150390032021e-20 
 3610       8.911845116029e-13       3.063626147697e-14      -4.675800458038e-14       1.123730557949e-15       3.224984972850e-17       2.802489664235e-18       5.276279105055e-20 
 3611       8.895532670864e-13       3.054255621642e-14      -4.665228787583e-14       1.122509645813e-15       3.220455515032e-17       2.813661529723e-18       5.405463354927e-20 
 3612       8.879228655840e-13       3.044904536451e-14      -4.654557910117e-14       1.121290452133e-15       3.215932947409e-17       2.824888325384e-18       5.536663082664e-20 
 3613       8.862931756869e-13       3.035573831499e-14      -4.643789267240e-14       1.120072990415e-15       3.211417258626e-17       2.836125029522e-18       5.668595746123e-20 
 3614       8.846640656891e-13       3.026264448169e-14      -4.632924303992e-14       1.118857274182e-15       3.206908437273e-17       2.847326520626e-18       5.799975958023e-20 
 3615       8.830354035871e-13       3.016977329846e-14      -4.621964468859e-14       1.117643316983e-15       3.202406471882e-17       2.858447577293e-18       5.929515483974e-20 
 3616       8.814070570797e-13       3.007713421928e-14      -4.610911213769e-14       1.116431132388e-15       3.197911350932e-17       2.869442878165e-18       6.055923240510e-20 
 3617       8.797788935680e-13       2.998473671818e-14      -4.599765994102e-14       1.115220733986e-15       3.193423062845e-17       2.880267001856e-18       6.177905293116e-20 
 3618       8.781507801549e-13       2.989259028932e-14      -4.588530268686e-14       1.114012135391e-15       3.188941595987e-17       2.890874426887e-18       6.294164854259e-20 
 3619       8.765225836448e-13       2.980070444697e-14      -4.577205499802e-14       1.112805350239e-15       3.184466938669e-17       2.901219531613e-18       6.403402281425e-20 
 3620       8.748941705441e-13       2.970908872552e-14      -4.565793153189e-14       1.111600392187e-15       3.179999079144e-17       2.911256594156e-18       6.504315075141e-20 
 3621       8.732654070600e-13       2.961775267954e-14      -4.554294698042e-14       1.110397274913e-15       3.175538005611e-17       2.920939792335e-18       6.595597877010e-20 
 3622       8.716361591012e-13       2.952670588374e-14      -4.542711607015e-14       1.109196012118e-15       3.171083706213e-17       2.930223203599e-18       6.675942467743e-20 
 3623       8.700062922771e-13       2.943595793299e-14      -4.531045356228e-14       1.107996617526e-15       3.166636169035e-17       2.939060804955e-18       6.744037765187e-20 
 3624       8.683756718976e-13       2.934551844237e-14      -4.519297425264e-14       1.106799104882e-15       3.162195382109e-17       2.947406472899e-18       6.798569822357e-20 
 3625       8.667441874790e-13       2.925539617000e-14      -4.507469401661e-14       1.105603483751e-15       3.157761333756e-17       2.955223977717e-18       6.838474912598e-20 
 3626       8.651118263681e-13       2.916559638160e-14      -4.495563294836e-14       1.104409746900e-15       3.153334013640e-17       2.962517010615e-18       6.863699906090e-20 
 3627       8.634786004146e-13       2.907612347535e-14      -4.483581223433e-14       1.103217882865e-15       3.148913411719e-17       2.969299277804e-18       6.874444962401e-20 
 3628       8.618445214932e-13       2.898698185801e-14      -4.471525310956e-14       1.102027880147e-15       3.144499517900e-17       2.975584517171e-18       6.870910722844e-20 
 3629       8.602096015032e-13       2.889817594499e-14      -4.459397685774e-14       1.100839727217e-15       3.140092322040e-17       2.981386498310e-18       6.853298310824e-20 
 3630       8.585738523684e-13       2.880971016029e-14      -4.447200481120e-14       1.099653412509e-15       3.135691813942e-17       2.986719022537e-18       6.821809332175e-20 
 3631       8.569372860375e-13       2.872158893657e-14      -4.434935835098e-14       1.098468924425e-15       3.131297983358e-17       2.991595922918e-18       6.776645875500e-20 
 3632       8.552999144838e-13       2.863381671514e-14      -4.422605890686e-14       1.097286251333e-15       3.126910819988e-17       2.996031064287e-18       6.718010512520e-20 
 3633       8.536617497053e-13       2.854639794592e-14      -4.410212795738e-14       1.096105381565e-15       3.122530313481e-17       3.000038343269e-18       6.646106298404e-20 
 3634       8.520228037249e-13       2.845933708751e-14      -4.397758702990e-14       1.094926303424e-15       3.118156453433e-17       3.003631688305e-18       6.561136772121e-20 
 3635       8.503830885902e-13       2.837263860715e-14      -4.385245770058e-14       1.093749005174e-15       3.113789229388e-17       3.006825059671e-18       6.463305956773e-20 
 3636       8.487426163734e-13       2.828630698075e-14      -4.372676159449e-14       1.092573475050e-15       3.109428630839e-17       3.009632449501e-18       6.352818359941e-20 
 3637       8.471013991716e-13       2.820034669288e-14      -4.360052038557e-14       1.091399701249e-15       3.105074647226e-17       3.012067881808e-18       6.229878974025e-20 
 3638       8.454594491070e-13       2.811476223679e-14      -4.347375579671e-14       1.090227671936e-15       3.100727267936e-17       3.014145412511e-18       6.094693276584e-20 
 3639       8.438167783261e-13       2.802955811440e-14      -4.334648959978e-14       1.089057375242e-15       3.096386482306e-17       3.015879129450e-18       5.947467230678e-20 
 3640       8.421733990007e-13       2.794473883633e-14      -4.321874361564e-14       1.087888799265e-15       3.092052279619e-17       3.017283152413e-18       5.788407285212e-20 
 3641       8.405293233272e-13       2.786030892187e-14      -4.309053971420e-14       1.086721932068e-15       3.087724649107e-17       3.018371633159e-18       5.617720375272e-20 
 3642       8.388845635270e-13       2.777627289902e-14      -4.296189981444e-14       1.085556761679e-15       3.083403579949e-17       3.019158755436e-18       5.435613922469e-20 
 3643       8.372391318462e-13       2.769263530447e-14      -4.283284588444e-14       1.084393276094e-15       3.079089061271e-17       3.019658735005e-18       5.242295835282e-20 
 3644       8.355930405561e-13       2.760940068364e-14      -4.270339994143e-14       1.083231463274e-15       3.074781082149e-17       3.019885819664e-18       5.037974509395e-20 
 3645       8.339463019527e-13       2.752657359062e-14      -4.257358405180e-14       1.082071311146e-15       3.070479631604e-17       3.019854289268e-18       4.822858828043e-20 
 3646       8.322989283570e-13       2.744415858827e-14      -4.244342033116e-14       1.080912807603e-15       3.066184698605e-17       3.019578455752e-18       4.597158162348e-20 
 3647       8.306509321150e-13       2.736216024814e-14      -4.231293094438e-14       1.079755940503e-15       3.061896272070e-17       3.019072663153e-18       4.361082371665e-20 
 3648       8.290023255976e-13       2.728058315051e-14      -4.218213810556e-14       1.078600697672e-15       3.057614340862e-17       3.018351287631e-18       4.114841803920e-20 
 3649       8.273531212007e-13       2.719943188441e-14      -4.205106407815e-14       1.077447066900e-15       3.053338893794e-17       3.017428737495e-18       3.858647295954e-20 
 3650       8.257033313453e-13       2.711871104760e-14      -4.191973117492e-14       1.076295035944e-15       3.049069919624e-17       3.016319453219e-18       3.592710173861e-20 
 3651       8.240529684773e-13       2.703842524660e-14      -4.178816175804e-14       1.075144592525e-15       3.044807407060e-17       3.015037907470e-18       3.317242253331e-20 
 3652       8.224020450678e-13       2.695857909666e-14      -4.165637823907e-14       1.073995724332e-15       3.040551344755e-17       3.013598605128e-18       3.032455839993e-20 
