# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1000, i.e. number of multipoles equal to 999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[1]-dens[11]      13:dens[2]-dens[2]       14:dens[2]-dens[3]       15:dens[2]-dens[4]       16:dens[2]-dens[5]       17:dens[2]-dens[6]       18:dens[2]-dens[7]       19:dens[2]-dens[8]       20:dens[2]-dens[9]       21:dens[2]-dens[10]      22:dens[2]-dens[11]      23:dens[3]-dens[3]       24:dens[3]-dens[4]       25:dens[3]-dens[5]       26:dens[3]-dens[6]       27:dens[3]-dens[7]       28:dens[3]-dens[8]       29:dens[3]-dens[9]       30:dens[3]-dens[10]      31:dens[3]-dens[11]      32:dens[4]-dens[4]       33:dens[4]-dens[5]       34:dens[4]-dens[6]       35:dens[4]-dens[7]       36:dens[4]-dens[8]       37:dens[4]-dens[9]       38:dens[4]-dens[10]      39:dens[4]-dens[11]      40:dens[5]-dens[5]       41:dens[5]-dens[6]       42:dens[5]-dens[7]       43:dens[5]-dens[8]       44:dens[5]-dens[9]       45:dens[5]-dens[10]      46:dens[5]-dens[11]      47:dens[6]-dens[6]       48:dens[6]-dens[7]       49:dens[6]-dens[8]       50:dens[6]-dens[9]       51:dens[6]-dens[10]      52:dens[6]-dens[11]      53:dens[7]-dens[7]       54:dens[7]-dens[8]       55:dens[7]-dens[9]       56:dens[7]-dens[10]      57:dens[7]-dens[11]      58:dens[8]-dens[8]       59:dens[8]-dens[9]       60:dens[8]-dens[10]      61:dens[8]-dens[11]      62:dens[9]-dens[9]       63:dens[9]-dens[10]      64:dens[9]-dens[11]      65:dens[10]-dens[10]     66:dens[10]-dens[11]     67:dens[11]-dens[11]  
  457       1.525903392437e+01      -1.015897035080e-07      -8.768646309633e-09      -9.638009647744e-09       1.786056318491e-09       1.452241592279e-10       8.350680997437e-08       2.194883598659e-09      -1.657366413269e-09       1.279504084990e-10      -9.650629511359e-10       1.183395635357e+01      -9.458787608496e-09      -2.438538817972e-09       1.226962078618e-09      -3.247107558823e-10      -8.586122575013e-10       7.268533472868e-10      -5.826491747240e-10       9.994591928000e-11      -4.059313571079e-10       8.731484463573e+00       4.047100635928e-09      -7.655457769805e-10       6.572723198856e-12       1.463348282394e-09      -4.081059687102e-09       1.022409447611e-08      -1.893928624050e-09       7.493728575305e-11       7.093766875394e+00       2.068035643004e-09      -6.977220183309e-10      -3.035811664113e-09       4.667339277295e-09       1.633918352779e-08       7.698069653107e-09      -6.205856256259e-09       6.019185319526e+00       2.965491919322e-09       7.565059435982e-09      -3.143813096018e-08       1.316832716211e-08       3.004548880110e-08       6.929804552130e-09       5.238950962445e+00       3.288301265029e-08       1.022427876892e-08       2.915199671635e-08       3.336681224223e-08      -3.466495442798e-08       4.637802206224e+00       5.102409811233e-08       3.403615705426e-08      -6.613489954183e-08      -9.317325253713e-09       4.156126282303e+00      -6.790493156479e-08      -6.992745040594e-08      -5.747974416906e-09       3.759302962052e+00       3.580898989108e-08       1.065154024080e-08       3.425471379285e+00       9.695515257215e-08       3.140090814605e+00 
  458       1.526990490768e+01      -1.029269689197e-07      -8.848230898844e-09      -9.760583410623e-09       1.801466908786e-09       1.480587288613e-10       8.325545532654e-08       2.225132518593e-09      -1.679290456898e-09       1.290881747877e-10      -9.764453482490e-10       1.184378875737e+01      -9.617840331127e-09      -2.526273507908e-09       1.241131540239e-09      -3.105286449766e-10      -8.742984555708e-10       7.469583474376e-10      -5.994563878472e-10       9.779278776507e-11      -4.022757720025e-10       8.739960021965e+00       3.903127901565e-09      -8.006062205943e-10      -1.168119811484e-11       1.430872874086e-09      -3.167012290529e-09       9.710440902656e-09      -2.169075184971e-09       1.079624386109e-10       7.101344806679e+00       1.857012306242e-09      -7.824479044702e-10      -2.937888184632e-09       2.308840751366e-09       1.733296995079e-08       6.298407605991e-09      -6.386809692736e-09       6.026086371305e+00       2.437627027232e-09       7.023195526367e-09      -3.137579010332e-08       1.391263984209e-08       2.819827200603e-08       2.852521370772e-09       5.245306308118e+00       3.327599017740e-08       1.223961290326e-08       2.710428347838e-08       3.562652052322e-08      -3.146754803020e-08       4.643700059999e+00       5.064118302641e-08       2.929358620036e-08      -6.537262626486e-08      -1.571263830723e-08       4.161630975713e+00      -7.026194467770e-08      -7.048696565700e-08      -1.492863008538e-08       3.764463060597e+00       4.074774182128e-08       5.642793047034e-11       3.430324922406e+00       1.026861170108e-07       3.144669242029e+00 
  459       1.528075506747e+01      -1.042303206850e-07      -8.927251653122e-09      -9.880314223799e-09       1.816864749425e-09       1.509883745257e-10       8.298899383745e-08       2.254829960852e-09      -1.700630839420e-09       1.302602148466e-10      -9.875662580980e-10       1.185360360220e+01      -9.781278670431e-09      -2.612514107821e-09       1.255481534595e-09      -2.962759031098e-10      -8.900978957945e-10       7.668542578804e-10      -6.160335245700e-10       9.556005003004e-11      -3.970639743057e-10       8.748421288127e+00       3.766691351725e-09      -8.343439982212e-10      -3.088739137932e-11       1.396637477413e-09      -2.231974565093e-09       9.135956043056e-09      -2.442345606938e-09       1.394615719037e-10       7.108910455759e+00       1.647868217463e-09      -8.647941621289e-10      -2.843019027928e-09      -7.246731251892e-11       1.821176279628e-08       4.880722847182e-09      -6.565600144894e-09       6.032976599912e+00       1.911483290628e-09       6.480053943413e-09      -3.130451023440e-08       1.464852966506e-08       2.622023237853e-08      -1.265678488400e-09       5.251651996910e+00       3.360484245233e-08       1.415636330572e-08       2.501201292581e-08       3.777144845153e-08      -2.803843953874e-08       4.649589194101e+00       5.024889505286e-08       2.430534780277e-08      -6.456994085221e-08      -2.200558492218e-08       4.167127759150e+00      -7.227466521409e-08      -7.102195744242e-08      -2.401200695369e-08       3.769615890744e+00       4.542141561143e-08      -1.057383483696e-08       3.435171823902e+00       1.075346665030e-07       3.149241535162e+00 
  460       1.529158446886e+01      -1.054981187247e-07      -9.005579676859e-09      -9.997139738963e-09       1.832262366608e-09       1.540333998626e-10       8.270769658227e-08       2.283949172813e-09      -1.721376188416e-09       1.314610315769e-10      -9.984348290099e-10       1.186340094522e+01      -9.948229280237e-09      -2.696893550563e-09       1.270023806811e-09      -2.821602317255e-10      -9.060057860155e-10       7.864519156474e-10      -6.323362894546e-10       9.329380761327e-11      -3.905605635078e-10       8.756868305003e+00       3.639192516173e-09      -8.664856654149e-10      -5.101706189515e-11       1.360850433556e-09      -1.288194521880e-09       8.506483371355e-09      -2.713453248921e-09       1.691413919891e-10       7.116463858755e+00       1.444035496998e-09      -9.441651306537e-10      -2.751112233932e-09      -2.444681163525e-09       1.896775071846e-08       3.451041221627e-09      -6.742757722711e-09       6.039856037434e+00       1.389247849077e-09       5.936179064525e-09      -3.122471782077e-08       1.537551448641e-08       2.412411329374e-08      -5.366638710050e-09       5.257988058328e+00       3.386950485421e-08       1.594809105826e-08       2.287998958663e-08       3.979385727920e-08      -2.441511207866e-08       4.655469635407e+00       4.984770751787e-08       1.913673063265e-08      -6.372713398798e-08      -2.813447841885e-08       4.172616654533e+00      -7.392869145032e-08      -7.153181842374e-08      -3.288678906376e-08       3.774761471700e+00       4.983027115005e-08      -2.109006295038e-08       3.440012102601e+00       1.114907124001e-07       3.153807711447e+00 
  461       1.530239315104e+01      -1.067287012709e-07      -9.083083984112e-09      -1.011099710373e-08       1.847672517006e-09       1.572144478288e-10       8.241184144999e-08       2.312463054686e-09      -1.741515050466e-09       1.326850272165e-10      -1.009060421676e-09       1.187318082517e+01      -1.011780301020e-08      -2.779038720431e-09       1.284770286226e-09      -2.683929415488e-10      -9.220172446678e-10       8.056606607462e-10      -6.483196710394e-10       9.104097498319e-11      -3.830350014368e-10       8.765301103430e+00       3.522055860245e-09      -8.967532804193e-10      -7.204076995955e-11       1.323723970894e-09      -3.481358412836e-10       7.827977821468e-09      -2.982107072725e-09       1.967037972385e-10       7.124005042770e+00       1.249005418705e-09      -1.019955278025e-09      -2.662073617042e-09      -4.775340667932e-09       1.959300707097e-08       2.015495034098e-09      -6.918822287054e-09       6.046724708865e+00       8.731450538099e-10       5.392124393916e-09      -3.113684812350e-08       1.609310591572e-08       2.192290014098e-08      -9.391188654740e-09       5.264314516122e+00       3.406992287269e-08       1.758791621734e-08       2.071310703100e-08       4.168589539442e-08      -2.063573689300e-08       4.661341406007e+00       4.943810305879e-08       1.385419600451e-08      -6.284450736574e-08      -3.403658308305e-08       4.178097679687e+00      -7.520943205644e-08      -7.201593524699e-08      -4.143975021248e-08       3.779899819157e+00       5.397462284772e-08      -3.134048132884e-08       3.444845774308e+00       1.145441464788e-07       3.158367785696e+00 
  462       1.531318112696e+01      -1.079203847620e-07      -9.159631487585e-09      -1.022182296004e-08       1.863108189038e-09       1.605525025144e-10       8.210171318363e-08       2.340344157866e-09      -1.761035890934e-09       1.339265027850e-10      -1.019452610409e-09       1.188294326226e+01      -1.028909481907e-08      -2.858570421041e-09       1.299733087370e-09      -2.551889721391e-10      -9.381273002913e-10       8.243883281536e-10      -6.639379380673e-10       8.884928396472e-11      -3.747616390933e-10       8.773719702014e+00       3.416728906483e-09      -9.248643802746e-10      -9.392842712423e-11       1.285474226521e-09       5.755209534453e-10       7.106506408894e-09      -3.248011620444e-09       2.218458525222e-10       7.131534025803e+00       1.066328729592e-09      -1.091549148282e-09      -2.575806752822e-09      -7.031426291230e-09       2.007948931962e-08       5.803236282444e-10      -7.094343503654e-09       6.053582632041e+00       3.654366675416e-10       4.848452610972e-09      -3.104134524733e-08       1.680080928730e-08       1.962982167133e-08      -1.327913785669e-08       5.270631388227e+00       3.420605218334e-08       1.904851545797e-08       1.851634836208e-08       4.343959775068e-08      -1.673917713697e-08       4.667204523160e+00       4.902057367610e-08       8.525384197618e-09      -6.192237375799e-08      -3.964810852594e-08       4.183570848306e+00      -7.610210517979e-08      -7.247368851851e-08      -4.955574364717e-08       3.785030945262e+00       5.785484002748e-08      -4.117071089398e-08       3.449672851773e+00       1.166848411221e-07       3.162921770059e+00 
  463       1.532394838317e+01      -1.090714637385e-07      -9.235086987599e-09      -1.032955344252e-08       1.878582604155e-09       1.640688909590e-10       8.177760342041e-08       2.367564683280e-09      -1.779927093752e-09       1.351796575298e-10      -1.029621184391e-09       1.189268825795e+01      -1.046118368802e-08      -2.935103343205e-09       1.314924510927e-09      -2.427669114448e-10      -9.543308910463e-10       8.425412398095e-10      -6.791446357136e-10       8.676728816560e-11      -3.660197434850e-10       8.782124107020e+00       3.324682356267e-09      -9.505319569240e-10      -1.166492924532e-10       1.246321267772e-09       1.469877322654e-09       6.348248852443e-09      -3.510866991914e-09       2.442597636939e-10       7.139050816663e+00       8.996159694365e-10      -1.158321308942e-09      -2.492212964703e-09      -9.179356080221e-09       2.041903845508e-08      -8.481260343560e-10      -7.269880897087e-09       6.060429817568e+00      -1.315779357080e-10       4.305735618613e-09      -3.093866219070e-08       1.749812363085e-08       1.725835134511e-08      -1.696927052152e-08       5.276938686708e+00       3.427785872297e-08       2.030211971769e-08       1.629478670686e-08       4.504688529584e-08      -1.276499167215e-08       4.673058999244e+00       4.859562078523e-08       3.219120877294e-09      -6.096105708575e-08      -4.490420404374e-08       4.189036169912e+00      -7.659173752861e-08      -7.290445278079e-08      -5.711769176096e-08       3.790154858576e+00       6.147134731510e-08      -5.042375454239e-08       3.454493344659e+00       1.179026494993e-07       3.167469673999e+00 
  464       1.533469487951e+01      -1.101802107386e-07      -9.309313161070e-09      -1.043412417689e-08       1.894109218112e-09       1.677852849699e-10       8.143981073198e-08       2.394096479741e-09      -1.798176961208e-09       1.364385883713e-10      -1.039576148938e-09       1.190241579481e+01      -1.063313253390e-08      -3.008246032801e-09       1.330357044712e-09      -2.313490153565e-10      -9.706228642288e-10       8.600241966107e-10      -6.938925818139e-10       8.484436740277e-11      -3.570935244615e-10       8.790514312255e+00       3.247410211451e-09      -9.734644333197e-10      -1.401719687807e-10       1.206489113743e-09       2.321815536742e-09       5.559498195955e-09      -3.770368822175e-09       2.636328520757e-10       7.146555414876e+00       7.525377904146e-10      -1.219636298427e-09      -2.411191310681e-09      -1.118498264512e-08       2.060337840557e-08      -2.263398795149e-09      -7.446003904748e-09       6.067266268754e+00      -6.155615707931e-10       3.764554591657e-09      -3.082926089574e-08       1.818454164205e-08       1.482220867943e-08      -2.039934002401e-08       5.283236417700e+00       3.428531876503e-08       2.132051184068e-08       1.405358570701e-08       4.649956440124e-08      -8.753438860570e-09       4.678904841706e+00       4.816375526849e-08      -1.994576483714e-09      -5.996089248806e-08      -4.973895297756e-08       4.194493649807e+00      -7.666316345569e-08      -7.330759648827e-08      -6.400657578817e-08       3.795271564039e+00       6.482462502951e-08      -5.893998311801e-08       3.459307259513e+00       1.181874057468e-07       3.172011504266e+00 
  465       1.534542054893e+01      -1.112448761932e-07      -9.382170550480e-09      -1.053547027834e-08       1.909701722253e-09       1.717237029383e-10       8.108864066458e-08       2.419911042290e-09      -1.815773713729e-09       1.376972893482e-10      -1.049327726743e-09       1.191212583633e+01      -1.080398812251e-08      -3.077600858651e-09       1.346043364639e-09      -2.211612272612e-10      -9.869979757850e-10       8.767404704045e-10      -7.081338630922e-10       8.313073212877e-11      -3.482721615487e-10       8.798890298952e+00       3.186429895991e-09      -9.933656395297e-10      -1.644643989690e-10       1.166205756815e-09       3.117997502613e-09       4.746661430025e-09      -4.026208258921e-09       2.796475289433e-10       7.154047810606e+00       6.288252767216e-10      -1.274848573483e-09      -2.332638570015e-09      -1.301359014163e-08       2.062411544956e-08      -3.658930719555e-09      -7.623291930835e-09       6.074091981536e+00      -1.084139041621e-09       3.225500025182e-09      -3.071361229828e-08       1.885954965319e-08       1.233536059572e-08      -2.350606340585e-08       5.289524581351e+00       3.422841899495e-08       2.207502422178e-08       1.179800000970e-08       4.778932629082e-08      -4.745480358945e-09       4.684742053017e+00       4.772549752701e-08      -7.044492183894e-09      -5.892222639148e-08      -5.408536707314e-08       4.199943289038e+00      -7.630102404201e-08      -7.368248198318e-08      -7.010142549974e-08       3.800381062936e+00       6.791520957311e-08      -6.655712138452e-08       3.464114599730e+00       1.175289251481e-07       3.176547264862e+00 
  466       1.535612529720e+01      -1.122636883224e-07      -9.453517552855e-09      -1.063352634995e-08       1.925374044791e-09       1.759065116570e-10       8.072440577924e-08       2.444979510555e-09      -1.832705489666e-09       1.389496510631e-10      -1.058886359138e-09       1.192181832676e+01      -1.097278098194e-08      -3.142763980391e-09       1.361996335691e-09      -2.124331975961e-10      -1.003450889826e-09       8.925917959825e-10      -7.218198313890e-10       8.167742785807e-11      -3.398498307837e-10       8.807252035653e+00       3.143282377586e-09      -1.009934788844e-09      -1.894938621661e-10       1.125703184177e-09       3.844863590130e-09       3.916260113722e-09      -4.278071939964e-09       2.919812700105e-10       7.161527984560e+00       5.322702641961e-10      -1.323302456608e-09      -2.256449229927e-09      -1.462989125310e-08       2.047273762848e-08      -5.028048517912e-09      -7.802334400320e-09       6.080906944415e+00      -1.534896941329e-09       2.689171782890e-09      -3.059219637782e-08       1.952262760374e-08       9.812022767225e-09      -2.622511587341e-08       5.295803171765e+00       3.410715658550e-08       2.253653645049e-08       9.533375758480e-09       4.890774647021e-08      -7.827849127910e-10       4.690570630623e+00       4.728137753258e-08      -1.185820587162e-08      -5.784541657964e-08      -5.787538084066e-08       4.205385084354e+00      -7.548976618031e-08      -7.402846547138e-08      -7.527930889859e-08       3.805483352858e+00       7.074369382210e-08      -7.311023399775e-08       3.468915365526e+00       1.159170043144e-07       3.181076957023e+00 
